# === FCC-B2-b ARTIFACT HEADER BEGIN (v1) ===
# firmware_git_sha: d4dfcb86cfd99bbcbd227844940a1f905336b356
# firmware_git_sha_short: d4dfcb86cfd9
# build_timestamp_utc: 2026-05-20T07:50:16Z
# profile_enum: 0
# profile_string: REG_PROFILE_BENCH_ONLY_FIXED_915
# rfco_summary_schema_ver: 1
# rfco_pertx_schema_ver: 1
# header_schema_ver: 1
# === FCC-B2-b ARTIFACT HEADER END ===

=== W2-02 TX: 192 fragments, uart=/dev/ttymxc3 ===
__W2_02_TX_FRAG__ idx=84 tx_id=0x54 status=0(OK) toa_us=59008 elapsed_ms=73.5 payload_hex=fe0054bf110e05b341b3632139e6adf02a0000fef2a1eddcea803461434619a4fd04997489c87e1055de814917dce5d60232c11ec1ef545a6001765dce197d22
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=85 tx_id=0x55 status=0(OK) toa_us=59008 elapsed_ms=73.6 payload_hex=fe0055bfcfc47d15881e65c9644d876935195ee10a521eca24ed4269200000006d524946466600000057454250565038205a0000001004009d012a200020003e
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=86 tx_id=0x56 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0056bfc1509e4b27a4a9a1b0180c013018096700cab410aa7faa833e1fe5cf41c000fef609cb8da8c9f0278526126c002b30e3f0cabfa90e13ced0bc797243
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=87 tx_id=0x57 status=0(OK) toa_us=59008 elapsed_ms=73.2 payload_hex=fe0057bf71b7f04f7b9f3c5876cc9403291ca93100000093524946468c000000574542505650382080000000b004009d012a200020003ebd4e9c4aa724a2a1b0
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=88 tx_id=0x58 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0058bf0c00e017896300bb007b6fa601d525fec36bf1c566134e88d00000fef853587d59460451a9bcb679c98b44a9791cef4a55ae41d4f016122b25b0da87
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=89 tx_id=0x59 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0059bf219bd352334645c5ab9096919ba506cb353bbbed42e084940ac1314d4ce10fe159414708756dbe1def87907486baa000595249464652000000574542
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=90 tx_id=0x5A status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe005abf5056503820460000003003009d012a200020003ec150a14aa7a4a321b00800f018096500c4d8329a63378000feee7feed76abfbf55de75d070c64599
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=91 tx_id=0x5B status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe005bbfd0414d9edd03010c05dd6373ee8593cc00000071524946466a00000057454250565038205e000000b004009d012a200020003ec15aa44ea7a5232228
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=92 tx_id=0x5C status=0(OK) toa_us=59008 elapsed_ms=76.9 payload_hex=fe005cbf0aa8f018096700cdfc34de08733d5ccc1f30e47d99cf82a3400000fef84cfbac09a4634d61c8006e8531b94210190642addd6b18c55e23d933e7b0e0
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=93 tx_id=0x5D status=0(OK) toa_us=59008 elapsed_ms=73.5 payload_hex=fe005dbf53ab24a724e6e87b50b48cc2000051524946464a00000057454250565038203e0000007003009d012a200020003ec15aa64ea7a523a2280800f01809
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=94 tx_id=0x5E status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe005ebf6700ceec111d9febf9d30000feea3f6ec70a6d573677b4854768b650b6ff5987a23000000093524946468c000000574542505650382080000000f004
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=95 tx_id=0x5F status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe005fbf009d012a200020003ec15aa44da7a52322280aa8f018096300c0dc34dde386e724d9e84bf4ad3547db88225c595000fef777cb3a351dddd8b883938c
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=96 tx_id=0x60 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0060bfa80f0bc1dabb284ef6d4ae254687ce1a45a6ccf070f0ca14bdec42b41e90b42a8ca9314d8d4048f3b68278311ecf4ba0f1566c5d5088e651ca8a2a96
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=97 tx_id=0x61 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0061bffdcf7fa000008d524946468600000057454250565038207a0000005005009d012a200020003ec152a24ba7a4a321a80d50f018096300b7b87b6ff7bc
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=98 tx_id=0x62 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0062bf9fa0f14f3a749302dc5c925c215f1b4ad80000fef6120407c178dd1e528f7e2dc6230d1af96670afb21ef56d41c14dbe950157fa362b638b1552715b
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=99 tx_id=0x63 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0063bf9eedfe202d4416f871e1b82fefb72cb18a0e55e60e7b9b9db2580000004b52494646440000005745425056503820380000003003009d012a20002000
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=100 tx_id=0x64 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0064bf3ec15aa64ea7a523a2280800f018096900bb00198804534000feef27be844f92109f969ce690686b0659a40000009b52494646940000005745425056
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=101 tx_id=0x65 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0065bf503820880000003005009d012a200020003eb54ca24aa724a3a1b00c00e016896500b38021bc13acf17634f4f0937773b4ed62705f637bab0000feeb
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=102 tx_id=0x66 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0066bfdd96eeb28201407cd65e234aaf6908c80aaa9ac461cc062b892e69e23b9feb09fdade9d39a9a514885c0875c4c4c6c5222760d2e819905842bf50aad
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=103 tx_id=0x67 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0067bf39b4edc2f416276ae6de3f8f8e56802af176534498000065524946465e000000574542505650382052000000f003009d012a200020003eb54ca04aa7
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=104 tx_id=0x68 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0068bf24a3a1b00c00e016896700cab42154fe16740dd7c026a70000fef707a9f86fd4b3d99b52fadfa02d9d1756da636804fe20635d6c4deb7ea136de5ea9
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=105 tx_id=0x69 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0069bf280a1ec000007f524946467800000057454250565038206c0000005004009d012a200020003ec152a04aa7a52321b0180c00f018096700cc588327ea
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=106 tx_id=0x6A status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe006abf9bfa9ba949cb6b97400000fef5c81d6f0467de42d01522ee2f95f89c3e0de33ccf5af9f04c9090fde6bf2e605658f986f12d07e551eae26e5e2253bb
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=107 tx_id=0x6B status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe006bbf419beb2c788ec5bea6836d0000000093524946468c0000005745425056503820800000003005009d012a200020003ec14ca44c27a3a3a230180800f0
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=108 tx_id=0x6C status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe006cbf18096500c730356bb8247303558846b3c1db013a8a2ec54d6c0000fef96f52bac649bde43b8a9d2d433aa3d61f3fe61dc4f2c47ecf121f411fd647c9
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=109 tx_id=0x6D status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe006dbfa4b90a0ecb752744cd9ea4006b2ad1a814c07d9dd464ee6ba263ce5b44c719bd8acae8ebf3116f49d340000063524946465c00000057454250565038
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=110 tx_id=0x6E status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe006ebf2050000000b003009d012a200020003ea9449a4aa62422a1b7e800c015096700c6043f67ca7dc00345560000fef0047eb27abb1e73afd18473f2a249
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=111 tx_id=0x6F status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe006fbfa2a2e6775087551d46ed841a3fa3da1f6f7833c8c0c6640000ad52494646a600000057454250565038209a0000001005009d012a200020003ec150a3
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=112 tx_id=0x70 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0070bf4c27a4232230180800f018096500c6b86b6dd34d3f7f13c5174957e95beebe1c7a05f000fef35e7d13238443fc47e9bdfa0eed08f8520c359b820f7a
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=113 tx_id=0x71 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0071bf883816acdb480b9fb4d5d1efbe3dc84012412182624076f4bf422aabc7fd790543abbb28c86c98258dcfbdfd10c2123a7a8c11097c423b12cb080001
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=114 tx_id=0x72 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0072bf8495af9b9fc5e84e5106e7ffaeb88c4d820000006f524946466800000057454250565038205c000000d003009d012a200020003ec150a04aa7a4a321
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=115 tx_id=0x73 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0073bfb00800f018096300bb001e96864f782a4f2e738000f9682b47575e559052766c0f328813f20f2b9ebce28123c6b9c1439bc3b5dd0036d8d350bb2951
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=116 tx_id=0x74 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0074bf4938805d15ed1ee27c055000005952494646520000005745425056503820460000001004009d012a200020003ea940994aa623a2a1b7e800c0150967
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=117 tx_id=0x75 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0075bf00cc58324f78f62063ad9b8f4e0f4000fee2c90935b5a24f63c83bfe7362df23e604713d867df9fc3df7f00073524946466c00000057454250565038
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=118 tx_id=0x76 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0076bf20600000003004009d012a200020003eb94c9e4aa72422a1b00c00e017096500c4d85bdeb920da8e663b893a1a1dd800fef787d61376083f61c170a7
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=119 tx_id=0x77 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0077bf203c13161ca146398f34a83d59254746a9cfbf796a2e8c8091304b0973f49494137bf643eaedb800007b524946467400000057454250565038206800
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=120 tx_id=0x78 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0078bf00007004009d012a200020003ec14e9f4aa7a422a1b00800f018096500b8301e8dbb81c2d476204e0800f3d35d0000fe9090bb068835ee72d2f11178
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=121 tx_id=0x79 status=0(OK) toa_us=59008 elapsed_ms=73.5 payload_hex=fe0079bf0aaf43791453bbc946509bf478e58f33fad4e1ea4106a50278c34c1fb41adc1dad4ce8860943231c6b9f401800005f52494646580000005745425056
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=122 tx_id=0x7A status=0(OK) toa_us=59008 elapsed_ms=73.5 payload_hex=fe007abf5038204c000000f003009d012a200020003eb94e9c4aa724a2a1b00c00e017096700c7e41ba56f87e089a034e6ad8000fec3f941714f4dd00cda5859
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=123 tx_id=0x7B status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe007bbf50725305097b54648eeed6b9fe8310022d9122d99e00007952494646720000005745425056503820660000003004009d012a200020003eb1489c4aa7
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=124 tx_id=0x7C status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe007cbf2422a1b7faa800e016096500bb005e2192a22bbe04189278280000fef0fe96d93bd25395456054b4bc4ceb73bea751774f1f334b04b8f9d846e34570
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=125 tx_id=0x7D status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe007dbf2512d02e8897e0171c6955800326363f888e8c0270b07500000095524946468e0000005745425056503820820000007005009d012a200020003ec14e
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=126 tx_id=0x7E status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe007ebf9f4b27a422a1b0180c00f018096300b3807b78682c7c1751f5a686b23f40d9825f39faaccdfc0000fef8da27231c91e1af88cc823ef4b5c69a1a35f0
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=127 tx_id=0x7F status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe007fbf6c914d9666381d447a04452a6168123592aa73d4ad257668b234f1a4ce24dd7cb1d4c830a2ff72ec854cb73f803c7bc9d9a248611520000000595249
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=128 tx_id=0x80 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0080bf4646520000005745425056503820460000005003009d012a200020003ec152a24aa7a52321b00800f018096700cab42d618d31680000feeed8ba8110
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=129 tx_id=0x81 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0081bf4bb4b98ca29ebad67acb7cf5c81a85154ad1c5c627029d6c8a6000008752494646800000005745425056503820740000003005009d012a200020003e
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=130 tx_id=0x82 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0082bfb54aa14aa72423a1b00c00e016896700ca00216c18a6a4bbc1d7d58487aefa6049fae6f41a403000feebe37e136230287c5832680cbc066c2c994e3b
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=131 tx_id=0x83 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0083bf39126f7026d243ac52d6ed33bd3dca88592723ec9f4ff29b8a75d0cfe93e1942e83706ea693dd1b367dd74300063524946465c000000574542505650
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=132 tx_id=0x84 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0084bf382050000000f003009d012a200020003ec152a34c27a4a32230180800f018096700bd580d16831ffef1f255fa0000fef6123e12438405b85ea57ac4
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=133 tx_id=0x85 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0085bfaa4bf547a0a572107b72d5f9610de33cf12f4e849a4a855dc0009d524946469600000057454250565038208a0000003005009d012a200020003ec152
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=134 tx_id=0x86 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0086bf9e4aa7a522a1b0180c00f018096500bb007b6f6b6d45932f13015c29be2c0b53d5bf44d00000fefbdf60a29ae272699ef7e49d0ca6d573a4f31ba8a0
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=135 tx_id=0x87 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0087bf11d036ae961c84995590fd36923c533959f8178bdf1d2861f68a18a9e678c3301991b6265e1960fb5f2432631e365dcc54d365e38488f536ca848cb2
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=136 tx_id=0x88 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0088bfa54b8200006952494646620000005745425056503820560000007004009d012a200020003ea9429a4aa623a2a1b7e800c015096500c8d431745934d8
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=137 tx_id=0x89 status=0(OK) toa_us=59008 elapsed_ms=73.5 payload_hex=fe0089bf4237fd510436adc8a59800fed91237c0eb0503a18d180a807891cc744b9a31c24abab9b74e9d2879713b272607a5f5d6a2d50e008d52494646860000
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=138 tx_id=0x8A status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe008abf0057454250565038207a0000005004009d012a200020003ec156a64d27a4a3a2280aa8f01809630001492f0e907d484f857ea522a783a32000fef6f1
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=139 tx_id=0x8B status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe008bbf4409c8027b3bfba39fc431df5a1d21a9fabaa8121650576fde279b66b47e296ca2800ba4d0d07425caef5cf9ad03c7c78bd6bf522a0f55e61e3e0cc4
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=140 tx_id=0x8C status=0(OK) toa_us=59008 elapsed_ms=73.5 payload_hex=fe008cbfa813b4af3c013499d8215de7fc000065524946465e0000005745425056503820520000007004009d012a200020003ea942994aa623a2a1b7e800c015
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=141 tx_id=0x8D status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe008dbf096500ae1c32283eeebffe7a80679313250a5c1800fef42c86a841512835ca40c5c01349ded535a47fae05727bd24c708b60e3e778a5892500008952
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=142 tx_id=0x8E status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe008ebf494646820000005745425056503820760000005004009d012a200020003ec150a14aa7a4a321b00800f0180965579f58878e9d85712679ccf011d3c8
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=143 tx_id=0x8F status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe008fbf020000fef2a0bb3128ecbb0a4c71a46b62aa3b9305f14e498f4ccf289ad91ce0a943e8f22e622598540ac7add08ce58f00db56980a4dc6beda5705d5
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=144 tx_id=0x90 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0090bfd5517516c85ec38bfda352c5b76e2000008752494646800000005745425056503820740000001005009d012a200020003ec148a04b27a3a321b0180c
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=145 tx_id=0x91 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0091bf00f018096300bb0079c7a63948a2d019a59e294caa97dfaa8e9cf800feaf9703ead893065e0890b1a0fc3a89207aaa9ebf17f6b88256720edf857365
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=146 tx_id=0x92 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0092bf65cbedfd8f2f825249c58244dc851e61db9526c026664318b175db50585ca7e44e0043524946463c0000005745425056503820300000001003009d01
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=147 tx_id=0x93 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0093bf2a200020003ec15ca74ea7a523a2280800f018096900c67c16a7140000feefc115633c7a575d5b319720009f52494646980000005745425056503820
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=148 tx_id=0x94 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0094bf8c000000d004009d012a200020003ebd52a24aa7252321b0180c00e017896500c1cc57dde38766f627f4c90cf156766a69629000fef68874ea04eaa9
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=149 tx_id=0x95 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0095bf4fd2dff68cb697956082e4bc2af22dde4c9df57ccdfdbe7ca5a92631522533e706d9f939f7513a34d42c84c1ebc9d7b13f2d83622bf4176238f839b9
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=150 tx_id=0x96 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0096bfc019af87f2797ac903f437ed4094de0117db1e059640000063524946465c0000005745425056503820500000001004009d012a200020003ec156a24b
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=151 tx_id=0x97 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0097bfa7a52321b0180800f018096700a8f411107f5147fdc2f6fa120000fee73d7a9f367571c74de77f0bd46ab9726245776b2bf27f4c8376af9b58561643
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=152 tx_id=0x98 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0098bfd6a08000008752494646800000005745425056503820740000009004009d012a200020003eb1449c4aa723a2a1b7faa800e016096300b6c87f5fb9e4
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=153 tx_id=0x99 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0099bfe8876ad33b891b0001cea000fef845285513761cc8b68322f06231bf126b5b5e8aa89a8bb029d1c96851a8b6a5853c7745008295134c2f6e3623ac36
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=154 tx_id=0x9A status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe009abf97a9a05a7bc6df45e79f78f549bb8c9a6b1c473800007b52494646740000005745425056503820680000005005009d012a200020003ebd509d4aa724
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=155 tx_id=0x9B status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe009bbfa2a1b00c00e017896300a48057f0b877bfac15d729f59ae5e78d4abc2407d74e980000fefa3f86cd929eb3b4f4f6eaa668b925288867c27c534ae1e6
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=156 tx_id=0x9C status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe009cbf82d925258a8dbe2d8b94ce291180e014e3c00f3abb279e86ac0000795249464672000000574542505650382066000000f003009d012a200020003eb1
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=157 tx_id=0x9D status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe009dbf489c4aa724a2a1b7faa800e016096700bf385e21bfec219a8ef38b0000fef333549528529fa0e0a668d0f965df020a7204fb17e446966f1884e8e58a
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=158 tx_id=0x9E status=0(OK) toa_us=59008 elapsed_ms=73.5 payload_hex=fe009ebf81e456cc8a8af66d9ad2df15358d67df7c423c809d5159774ba6f7d960008f524946468800000057454250565038207c000000b004009d012a200020
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=159 tx_id=0x9F status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe009fbf003ec152a24c27a4a32230180800f018096500c5c86b7ffa028a34f75afe4dba2ec4a4680000fe9c3fa82573f5ac92c616766a5ce5b1fa51be716dca
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=160 tx_id=0xA0 status=0(OK) toa_us=59008 elapsed_ms=73.8 payload_hex=fe00a0bf693c00404e1d370b4531d8a39586aa1ebda8ce4376e7b22cb4ddda91e9ffc3c20ab79822d2d68a5f5138511794caaa7deb6f97c1c700006d52494646
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=161 tx_id=0xA1 status=0(OK) toa_us=59008 elapsed_ms=73.5 payload_hex=fe00a1bf6600000057454250565038205a0000005003009d012a200020003ec152a14aa7a4a321b00800f018096500c1cc32a9c686496000feefc962357a782c
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=162 tx_id=0xA2 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe00a2bf9fd5fb5db64ef4b7b4557bbbd018aa348012456260b0c70fba87a2cd5c92280ebef27252f033db7f25df40000000d552494646ce0000005745425056
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=163 tx_id=0xA3 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe00a3bf503820c20000009005009d012a200020003ec150a34b27a4a321a80d50f018096500c7e476f8e6ab01be3234af257a2eb100bae036538319fc782400
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=164 tx_id=0xA4 status=0(OK) toa_us=59008 elapsed_ms=73.5 payload_hex=fe00a4bf00fefcacbd7d411aaaa3bd7f4e8058042d6060cbd1b61cd6279a7b3ecca921b488203a5a3570c061b7f00239841b18ff40b21e5b898effa8ff728986
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=165 tx_id=0xA5 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe00a5bf448fba3a2604c6b579f694c74d0c03ad0cecd5e815227e397f57b30007ff9ed4b0167de5f20bcecf0f36025b06f2ab1496f1a339efa612e27c8b9530
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=166 tx_id=0xA6 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe00a6bf4961da5e2ba48b6ac2b4f24177461f28d8570f80005752494646500000005745425056503820440000003004009d012a200020003eb1489d4aa724a2
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=167 tx_id=0xA7 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe00a7bfa1b7faa800e016096700005bb3980dc7f5daafe4bccd420000fef6095a4183f09b1f2e1d35a4f3ed3dfeba360449bc0000007f524946467800000057
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=168 tx_id=0xA8 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe00a8bf454250565038206c0000009004009d012a200020003ea9429a4aa623a2a1b7e800c015096500bf384436199b3bfbae013114418bc8240cc000fedf50
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=169 tx_id=0xA9 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe00a9bf47febc7871f38ac6a414807313cddeeba941904a0dc15ec7ec94580e9d3a5c162034146b725d97c9d9fa9f4a63885fc0541fc40b3ff7c29220000067
INFO: unrelated frame during TX wait type=0xC0
