# === FCC-B2-b ARTIFACT HEADER BEGIN (v1) ===
# firmware_git_sha: d4dfcb86cfd99bbcbd227844940a1f905336b356
# firmware_git_sha_short: d4dfcb86cfd9
# build_timestamp_utc: 2026-05-20T07:50:14Z
# profile_enum: 0
# profile_string: REG_PROFILE_BENCH_ONLY_FIXED_915
# rfco_summary_schema_ver: 1
# rfco_pertx_schema_ver: 1
# header_schema_ver: 1
# === FCC-B2-b ARTIFACT HEADER END ===

=== W2-02 TX: 192 fragments, uart=/dev/ttymxc3 ===
__W2_02_TX_FRAG__ idx=84 tx_id=0x54 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0054bf7e8000fef7786c4bfe68c505df22394c8012dd358e05533ea78ced54f0825b79647ed7c89ac40d8ee2b1fdd4d3694d4ad7c8006728a0e1fbdfc7f363
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=85 tx_id=0x55 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0055bfd1f56eaa27243b5a48b882c5ee482392a622614a000000006f524946466800000057454250565038205c0000001004009d012a200020003ec1509e4a
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=86 tx_id=0x56 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0056bfa7a4a9a1b0180c013018096700c85c10aa7fd111c9e1a30df5c000fef609cb8da8c9f0430620426e02ab254f53a230284aa7622f0c57d779c8babf29
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=87 tx_id=0x57 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0057bfe0270e0727d05c1f46ef483cb01a000000975249464690000000574542505650382084000000f004009d012a200020003ec156a14c27a52322301808
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=88 tx_id=0x58 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0058bf00f018096300ae1c695ed4bd2d9cfe204579dfc1fb671eceafc000fef77e69d2f2cb65331c3ce8612c62c4f024ad598cf383a9be1a30623bb67c766b
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=89 tx_id=0x59 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0059bf0e2f2edf438dc5b587d8d065bb4baee1737e28a7e8bcd482b4c6c5caf5077755b88fe312dcc6a17a3147e52bd586eeb4000055524946464e00000057
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=90 tx_id=0x5A status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe005abf45425056503820420000005003009d012a200020003ec150a14aa7a4a321b00800f018096500c2802d383bd1318000feeedcb079baac98c60abf9f93
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=91 tx_id=0x5B status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe005bbf38adb332396954fccebfe2ad4549c6600071524946466a00000057454250565038205e000000b004009d012a200020003ec14ea44ca7a3a3a2301808
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=92 tx_id=0x5C status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe005cbf00f018096700008f42ad04274fa1ad68e2c40a5ad736030000fef7786b984af9aa69582c5370a05d580350c29f3971e6b9d6062bfdb1c7dded401ee0
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=93 tx_id=0x5D status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe005dbf4fab1dcc4f4b5deff44000004f524946464800000057454250565038203c0000007003009d012a200020003ec15aa64e27a523a2280800f018096700
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=94 tx_id=0x5E status=0(OK) toa_us=59008 elapsed_ms=73.5 payload_hex=fe005ebfca00111d9febf9d30000feea3f6defd482dc0f03d670488c1c1568cd46d000000093524946468c000000574542505650382080000000f004009d012a
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=95 tx_id=0x5F status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe005fbf200020003ec154a44d27a4a3a2280aa8f018096500b51b2fc5258ce77522c6f9e89aa53229b04b79000000fef84cf8815d7a10423a5697e2af827999
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=96 tx_id=0x60 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0060bf88a6c590476c073165355b72de483cb00f8c8ea3f26ad9da08ae04b7204826d4300dd4ef05a32805cbf9bb233acf3c7c5b694b1081205d340b950000
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=97 tx_id=0x61 status=0(OK) toa_us=59008 elapsed_ms=73.5 payload_hex=fe0061bf00008d524946468600000057454250565038207a000000b004009d012a200020003ec158a44e27a52322280800f01809635ff6534033e771acc54cbe
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=98 tx_id=0x62 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0062bf4e6fd13b963e8a718000fef13053c6bd3241cc239f7c7bbf6f964622c2f5bbf9334be425350525f56f5d1165e153f7aaa6d81b090f853b9fd1eaeeca
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=99 tx_id=0x63 status=0(OK) toa_us=59008 elapsed_ms=73.5 payload_hex=fe0063bf1d1e43c189df4a585c10382323228636d5059a3fc0d90000004b52494646440000005745425056503820380000001003009d012a200020003ec158a2
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=100 tx_id=0x64 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0064bf4da7a52322280aa8f018096700c0dc19a31e0000feef4ff4707e8b748a2579e56fc0fd63a95552000000a1524946469a00000057454250565038208e
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=101 tx_id=0x65 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0065bf000000b005009d012a200020003eb54e9d4aa724a2a1b7f55800e016896500a8f4453c13acf1eef971a42f106c1c1fd8489a9c24e2722be00000fef0
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=102 tx_id=0x66 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0066bfc8ee57d01b7b5790414e9983bcc76e56c6b28457d4b38f908ebef6a7b95731950ea89bb801e8c5796a6b9c82e74a152bbbe7607d1860759cfb592208
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=103 tx_id=0x67 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0067bf5839ebfb0bdc017359af2b4dbd4cb4b3367a1448d19db4000065524946465e000000574542505650382052000000f003009d012a200020003eb54c9f
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=104 tx_id=0x68 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0068bf4aa724a321b00c00e016896700cb2c2154fd35afcec265ecf46000fef707a9f86fd4b3d99b52fae03df4b850299bf611f130966bf2403ee5f8139414
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=105 tx_id=0x69 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0069bfe2e93295ba8000007d524946467600000057454250565038206a0000005004009d012a200020003ebd4c9f4aa72422a1b7f55800e017896500c4d883
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=106 tx_id=0x6A status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe006abf275e91b133bd4a9fd8eca6a000fef5c8504b3e1bb9e425bb63f86f11211561739b2f571a62765109732da820540094b40b8ddf83b58c79ed07e24a31
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=107 tx_id=0x6B status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe006bbf923b341d98c55cf7773f2798c000008b5249464684000000574542505650382078000000f004009d012a200020003ec15ca64ea7a523a2280800f018
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=108 tx_id=0x6C status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe006cbf096500c37059c1df302de83facf93ae8a8a8a646ae565fc000fefd2d6a74d307bcf3d83c03042e66c7c7af9df9bcb41e834c37ac369d7e95819335ee
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=109 tx_id=0x6D status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe006dbf8e7fea82c257f6859a2e48f0043dbdaff720fb28a7998f269f2001eb0bd219b02018000063524946465c000000574542505650382050000000900300
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=110 tx_id=0x6E status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe006ebf9d012a200020003ea9449a4aa62422a1b7e800c015096700c85c3f685f48f803d91000fef0047eb61ef5450d9fcbd505c923ebd3c34495fabec9bf81
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=111 tx_id=0x6F status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe006fbf6901f56cc5d09888fc161b6e08612a8000a952494646a20000005745425056503820960000001005009d012a200020003ec152a34c27a4a322301808
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=112 tx_id=0x70 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0070bf00f018096500ca006b6dd34d3f7f13c517495765166a12be95e29000fef35e7d13238443fc47e9bdfa0eed0893c5aed34870bc80a0717fecc640b11d
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=113 tx_id=0x71 status=0(OK) toa_us=59008 elapsed_ms=73.5 payload_hex=fe0071bf77a1bb5e4382c000bdeff59382d1a6589422457f14eb14395dbe694fde7e00e1168ee15487b6060110978827c6266645002131e3576dc81acdcc89c5
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=114 tx_id=0x72 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0072bf7b10a30d0a6000006d524946466600000057454250565038205a0000007003009d012a200020003ec150a04aa7a4a321b00800f018096300c0dc1e96
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=115 tx_id=0x73 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0073bf864f87f79000f9733a277b511c284f3838d1b7b9fcae5c7d942713dcad46f37623347a57e9e693a0d94f83f95d13064de6ec95ffdb4050f45b000057
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=116 tx_id=0x74 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0074bf52494646500000005745425056503820440000001004009d012a200020003ea9429a4aa623a2a1b7e800c015096700bf3832506c54ee29466b8621ae
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=117 tx_id=0x75 status=0(OK) toa_us=59008 elapsed_ms=73.5 payload_hex=fe0075bf0000fee8b6042e431dc6fe3cf2827a78810da75e6e1ff77bb802480075524946466e0000005745425056503820620000007004009d012a200020003e
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=118 tx_id=0x76 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0076bfc1549e4aa7a522a1b0180c00f018096500c67c5c445c88b9de587f32bf2af0a3c000fef7abf8763db036a4de0558106a35376ff8edaccb0d4bf5bf84
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=119 tx_id=0x77 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0077bf35e7b78af597f796d039eee427d8fbdaf5350ed6c46b22793740007d524946467600000057454250565038206a000000f003009d012a200020003ec1
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=120 tx_id=0x78 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0078bf4c9f4aa7a422a1b00800f01809655e9851cd14ff60778a450018ab0000fee9d8d3b60b7c318c40e1fed1d15af12e91fed718f4de13a8209566246e46
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=121 tx_id=0x79 status=0(OK) toa_us=59008 elapsed_ms=73.5 payload_hex=fe0079bff544ec97089a946525c3da169153d15846f13966c29e53a9fb52473f085cc18000005f524946465800000057454250565038204c000000f003009d01
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=122 tx_id=0x7A status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe007abf2a200020003ebd509c4aa72522a1b00c00e017896700c1cc216c176e002c32c392d37000fec362369b70de5ce10f1d74aa927410e4778b2f48fb50f9
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=123 tx_id=0x7B status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe007bbfd8d43fa51e88e060b780007952494646720000005745425056503820660000005004009d012a200020003eb1489c4aa72422a1b7faa800e016096500
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=124 tx_id=0x7C status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe007cbfaf0c675b31d33c69194a9acafa8f6000fef160b84dd8724241caf613464e2690706761d9a3e7ddf649661758e33b3a4f2c8905972ce6d51636a739e0
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=125 tx_id=0x7D status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe007dbf024dd76b6289cc4c2d693f64000095524946468e0000005745425056503820820000009005009d012a200020003ec1529e4b27a4a2a1b0180c00f018
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=126 tx_id=0x7E status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe007ebf096300ac007b786907e3a97b96192e231bee7d5e1584b6bb5ae7c00000fef8da27231c91e1aed6dd68bf5005070dcb2319b0fda6a63cbdec3de8ec14
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=127 tx_id=0x7F status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe007fbfbaced5912b8a8ee7a69c15884dc23eeca6629c427b9128c01daaf3ff56593e02c626ba2ef80d120399053200005b5249464654000000574542505650
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=128 tx_id=0x80 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0080bf3820480000005003009d012a200020003ec152a24aa7a4a321b00800f018096700c4d830823c203b8000feeefe820fed100d697279ab219276fac35b
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=129 tx_id=0x81 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0081bfe1e864067bffe0b310c7881c9277c800000083524946467c000000574542505650382070000000f004009d012a200020003ea9449a4aa623a2a1b7e8
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=130 tx_id=0x82 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0082bf00c01509670000872fcfe6a2ea964fe18e75f14125e9373f1d530000feebe37f104ff0398dc88f600a0fcc7ed8c809f680ba566800ec6b58c4bc895d
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=131 tx_id=0x83 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0083bff63ed369af0a4be9ee926294dc2803c6b26e381800f9a8dfe0d1fbfcf00000675249464660000000574542505650382054000000d003009d012a2000
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=132 tx_id=0x84 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0084bf20003ec152a34c27a4a32230180800f018096700c1cc0d1a5de6e735fd700000fef6123e00132eba82bbd681a4ef5a5b23ed7ff4360191b2e10e9e9f
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=133 tx_id=0x85 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0085bf248033ca408c97ad68eb97c326abe000a5524946469e0000005745425056503820920000001005009d012a200020003ec156a24c27a4a32230180800
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=134 tx_id=0x86 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0086bff018096500b6c8695f49c9a76ffb4e92b5272954afeb3d7d1db400fefae9867edc4b57ce07bdf5afbfdb88d0e047162031f2236396df90932536e258
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=135 tx_id=0x87 status=0(OK) toa_us=59008 elapsed_ms=73.5 payload_hex=fe0087bf89b80e4b08db7b753c08885818fcc391a320ad2b39d1bcf6144a1309ae0478c7d8a0d9d15a201d9d4bead51c8445102847c6ce31225c22a0eae6824b
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=136 tx_id=0x88 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0088bff000006d524946466600000057454250565038205a0000005004009d012a200020003ea9429a4aa623a2a1b7e800c015096700c4d8317b5d496fdff2
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=137 tx_id=0x89 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0089bfe1ab93cce1180000fee313a6f255bae8186ae2aa8da00a90a334df1f6db177938a0cd2c0032ddcc904ecb9a04e97da5f20afa020000091524946468a
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=138 tx_id=0x8A status=0(OK) toa_us=59008 elapsed_ms=73.5 payload_hex=fe008abf00000057454250565038207e0000007004009d012a200020003ec14ea44ca7a3a3a230180800f01809650001324f6d6471ad42bf3b8dbf2f28b80000
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=139 tx_id=0x8B status=0(OK) toa_us=59008 elapsed_ms=73.5 payload_hex=fe008bbffef7cd728361cfa812cffee93f53a333ecb0df6d67467f30b3acf2e27930e062520067e7463d8013a117ff9c21b03e79c4bd7f7114fb62abb5aff219
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=140 tx_id=0x8C status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe008cbf1ab197cc494cd8f91768c47dc29affb2ccd850000065524946465e0000005745425056503820520000007004009d012a200020003ea942994aa623a2
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=141 tx_id=0x8D status=0(OK) toa_us=59008 elapsed_ms=74.8 payload_hex=fe008dbfa1b7e800c015096500c33432283ebb244876779becb29b72260000fef430b36c15d181d82540e185b9bbbfad33f74754dd7c5de52a6cb71372d5e34f
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=142 tx_id=0x8E status=0(OK) toa_us=59008 elapsed_ms=73.8 payload_hex=fe008ebfec3600008b52494646840000005745425056503820780000005004009d012a200020003ec150a04aa7a4a321b00800f018096554c053400e9d85712d
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=143 tx_id=0x8F status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe008fbf3373e51f0243d8c000fef2a0bb3128ecf1fef7141b60f4099f980c8ac1596d8f23463d7fce546e5e130006ca9a4af354e21ddf71422fee9e80676aa7
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=144 tx_id=0x90 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0090bf4b4f9529ffc2e6b0bc222936c50fecb08da5052f98a00000008952494646820000005745425056503820760000007005009d012a200020003ec148a2
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=145 tx_id=0x91 status=0(OK) toa_us=59008 elapsed_ms=73.8 payload_hex=fe0091bf4aa7a3a321b0180c00f018096300b3807b6f8b679668453f751ed1b4bef0920b23a4b3317e0000feb07a3ac949dc4cab8d3d3a0fc390faaeb8b9b22f
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=146 tx_id=0x92 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0092bf7b68e630709547a01b195d495ab0a617aa61c6155ce9ea23532c56419be8a5e8fe790b4c664d1b4914e8000043524946463c00000057454250565038
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=147 tx_id=0x93 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0093bf20300000001003009d012a200020003ec15ca74ea7a523a2280800f018096700bfec1989050000feefe1f8615b78c99ec0b08680009b524946469400
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=148 tx_id=0x94 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0094bf00005745425056503820880000005005009d012a200020003eb5449e4aa723a2a1b7faa800e016896500a5ac575de38766f62a89c2d59e2a7bfdce23
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=149 tx_id=0x95 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0095bfe08b123c0000fef687b62c73e4163bc21f84a3e22febac0a666049bb16f41bfbdcf2b0021f65c9f0bd01559dabed2a75a5b247cc0021f19a6ecb49ac
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=150 tx_id=0x96 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0096bfd6e0049f28c27d894721cc3bcb088ea368d0fefa55dcd958d840c3bf900061524946465a00000057454250565038204e0000003004009d012a200020
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=151 tx_id=0x97 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0097bf003ec156a24ba7a4a321b0180800f018096700bd58103fd04bf433066d1387e10000fee740a76f2ef881e9a16c710d03881ad6c00f32d4165dd5f8b6
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=152 tx_id=0x98 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0098bf77bce0bcee40e464008b52494646840000005745425056503820780000005004009d012a200020003eb5469d4aa723a2a1b7faa800e016896300b6c8
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=153 tx_id=0x99 status=0(OK) toa_us=59008 elapsed_ms=73.6 payload_hex=fe0099bf7f5d902f60ddb484291f4dd9c000fef87fef0c13765e7bfc6b003f4d128fc32bea54f958ea7c3ec6de7b996e55d904ce94bab86a0f59e035c020a5a9
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=154 tx_id=0x9A status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe009abffc0daa1f38135cae21ed9851e9740cbee86a25334a9a1f7d018adbc000007f524946467800000057454250565038206c0000001005009d012a200020
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=155 tx_id=0x9B status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe009bbf003ebd4e9d4aa72422a1b00c00e017896300bdd057f0b88a13114936d1536261f8a17c1bbfda340000feface6c23c3a3a7212b4258c4f41a389ce046
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=156 tx_id=0x9C status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe009cbf878cca478d34d66edca01005b309d48793852b10b104ad7e8045f76a000018aff62055b700000071524946466a00000057454250565038205e000000
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=157 tx_id=0x9D status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe009dbff003009d012a200020003eb14a9d4aa724a2a1b7faa800e016096700c2805b5f264402ee1140ad2000fef229a3b964cf9525616a0ede718afd9e9975
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=158 tx_id=0x9E status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe009ebfbbb91ca43799fb01d73ea6c3b811a4ec8700c24d2968e79adb6e19cb2d673229c0008f524946468800000057454250565038207c0000009004009d01
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=159 tx_id=0x9F status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe009fbf2a200020003ec156a14c27a4a32230180800f018096500cc586b7ff4a0fc1bfd7f2b19c5fc6cb82000fe9c3fa82573f5ac92ca34f03256673085eacd
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=160 tx_id=0xA0 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe00a0bf38cce3ce04170032f70c1ae9c951f3e26c1b4dcb2da9c18063a779a6c1e11a7e7a21eebceb59d42ef48025e58d73024ff34bec180bc102af20000069
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=161 tx_id=0xA1 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe00a1bf5249464662000000574542505650382056000000b003009d012a200020003ec150a14aa7a4a321b00800f018096500c4d821e14b6414bc17ae0000fe
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=162 tx_id=0xA2 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe00a2bfe62ead0ff5a0514764365f7c54f70006f72f83631184bc4d61c3bb29be863ab33828c238a513f2ef3c3b59f75c00d552494646ce0000005745425056
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=163 tx_id=0xA3 status=0(OK) toa_us=59008 elapsed_ms=73.6 payload_hex=fe00a3bf503820c20000007006009d012a200020003ec14ea14aa7a42321b0180c00f018096500c7eb6b9413a8456e0f049d1d48d0a0c265571770dc51e302a9
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=164 tx_id=0xA4 status=0(OK) toa_us=59008 elapsed_ms=73.5 payload_hex=fe00a4bf5f6b9f1817c40000fefd56eeee2ef777c99d41b8f7d2f29b55cac07baf7a41a9c1339c8299c8ab65d7e65c5792fa3ce8ce632120d846a1897b5ff387
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=165 tx_id=0xA5 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe00a5bfcf434a5cda281fff42e73bdc73c8f5f80fac681b5158db3d5661f1fa2c0a8f10b07fda37bad79671876193123ae7b167b35796fdf262fb1e6fae6054
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=166 tx_id=0xA6 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe00a6bf47675d6447d1bf5d88d43458d571e7737a3d8800005d524946465600000057454250565038204a000000f003009d012a200020003eb14a9c4aa724a2
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=167 tx_id=0xA7 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe00a7bfa1b7faa800e01609670000708f0e7965b45397a8b44000fef29e35b2529eaf52eed57dd1d7586300b93ae776e570dc9e20a87d64d85660007b524946
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=168 tx_id=0xA8 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe00a8bf4674000000574542505650382068000000d004009d012a200020003ea9449b4aa62422a1b7e800c015096500bb00324f1cdcf955a9e5590836b547be
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=169 tx_id=0xA9 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe00a9bf2bd1ae0000fc4c25e2ae0354915de53bed221f2e66be6499e70d632f70bd7f65582adde3f61e2c29c8fbee7ea83313460fba4b3d99c20b76c3384000
INFO: unrelated frame during TX wait type=0xC0
