# === FCC-B2-b ARTIFACT HEADER BEGIN (v1) ===
# firmware_git_sha: d4dfcb86cfd99bbcbd227844940a1f905336b356
# firmware_git_sha_short: d4dfcb86cfd9
# build_timestamp_utc: 2026-05-20T07:50:15Z
# profile_enum: 0
# profile_string: REG_PROFILE_BENCH_ONLY_FIXED_915
# rfco_summary_schema_ver: 1
# rfco_pertx_schema_ver: 1
# header_schema_ver: 1
# === FCC-B2-b ARTIFACT HEADER END ===

=== W2-02 TX: 191 fragments, uart=/dev/ttymxc3 ===
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=85 tx_id=0x55 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0055be9d012a200020003ec152a14c27a4a328301808010018096700002dae73879261f7152899310000fef609d639a7ca017da7f3414f70e781f859ab578b
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=86 tx_id=0x56 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0056be9dd41bf1b304c21dd8604454813d40cec7b8938047f750eaf790000000995249464692000000574542505650382086000000f004009d012a20002000
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=87 tx_id=0x57 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0057be3ec1549d4aa7a522a1b0180c00f018096500c0dc7b6f6a5e8411c79e66cbc1fb7fcaaca1c70000fef852e18e4e29a1ff3838ea7238d2d3fd5969f62d
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=88 tx_id=0x58 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0058bee9cb14adc711eed544eb0925b09bd2d262695e4accf7bf3779f7346fd98be47dc028805b6b3a14fff7ea7d342fed193bcbbd8cb78a8efc624c22f105
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=89 tx_id=0x59 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0059be9e0000005752494646500000005745425056503820440000001003009d012a200020003ec150a14aa7a4a321b00800f018096500c1cc3294a16000fe
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=90 tx_id=0x5A status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe005abeee7e93f13765eefe5a5530ad06e5710f9fded379311c9bf9a8d7f48d144e7c100075524946466e000000574542505650382062000000b004009d012a
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=91 tx_id=0x5B status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe005bbe200020003ec156a44ba7a523a1a80d50f018096700c94c45bc13acefdf9c0407b287deba046b940000fef84cfbb5f949e29d41e700168a453f115083
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=92 tx_id=0x5C status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe005cbe932bd7ce9dcc61ffa4a34de03e000273c724001b9fc407e68938ec004a8000004f524946464800000057454250565038203c0000003003009d012a20
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=93 tx_id=0x5D status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe005dbe0020003ec15aa64ea7a52322280800f018096700002e77b59e3c4000fee6ab72a745209b5fd526554a273483435a9a6b1d7580000099524946469200
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=94 tx_id=0x5E status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe005ebe0000574542505650382086000000d004009d012a200020003ec152a14c27a4a322280d50f018096300bb0045bbc70dcc7f6e5c348a438b4b89b56176
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=95 tx_id=0x5F status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe005fbe0000fef90f9bfd399777762e2040230ff40ccecd40a8d466bc6118a29f0249c5ed2870c535750b9ff3fb1fab0369ca7a78a63b68f0e276d41d57f8cb
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=96 tx_id=0x60 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0060be7c4049b03a8c9ac5648ed0e596a2a5d34ec2fd6ba9744d72854200008f524946468800000057454250565038207c000000f004009d012a200020003e
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=97 tx_id=0x61 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0061bec15aa54ea7a4a322280800f01809635ff64ca02a4efce46a7ca72bc4ae18f1f33e0c4cbe0000fef1041d7381975ee1644cc4d9c9fa5ef5553d7eb11b
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=98 tx_id=0x62 status=0(OK) toa_us=59008 elapsed_ms=73.6 payload_hex=fe0062be0cf64494e53002d4121c6cf1c4b0c276a96404b8e5d1e77fe7be3ca84d7c85e5b0d52aca2b8591ab66235cc9a62e79c1313480000049524946464200
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=99 tx_id=0x63 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0063be00005745425056503820360000001003009d012a200020003ec15aa54ea7a52322280800f018096700c33416a5540000feeefe695dc090cdf532d42b
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=100 tx_id=0x64 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0064bec8e9adbb896800009f524946469800000057454250565038208c0000005005009d012a200020003ead4c9d4aa624a321b7faa800c0158965009d0021
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=101 tx_id=0x65 status=0(OK) toa_us=59008 elapsed_ms=73.9 payload_hex=fe0065bebc13acf0ca762e617648a3936607b3e5a979674000feebdd96eeb28201407cd65e234aaf690d8236cef8bc754d2cc550b883f2d131eeb068d70df151
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=102 tx_id=0x66 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0066bea27b58c46baa3fcb0c0735b25b8db770b06ccb0bb4fef3b6de2d75c27979e32aba057ce6b770ef8b9dbe9966ddb4afb20061524946465a0000005745
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=103 tx_id=0x67 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0067be4250565038204e000000d003009d012a200020003eb54ca04aa724a321b00c00e016896700c6042154fd35b012fa322d4000fef707a9f86fd4b3d985
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=104 tx_id=0x68 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0068befafdd732dbc700be8ce62f3b1638d1beb48d42688616fb9597ad00007d524946467600000057454250565038206a0000005004009d012a200020003e
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=105 tx_id=0x69 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0069bec14ca04aa7a42321b0180c00f018096700c85c7eefb940c6c87f3c9b1b26a40000fef53816e9211db2b21a1a60abd52a75335df6c072858091d57026
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=106 tx_id=0x6A status=0(OK) toa_us=59008 elapsed_ms=73.5 payload_hex=fe006abef7f145446afaa13bf098b72cb0c9d24ba17511f690c4a49e3782029f822439960000008f524946468800000057454250565038207c000000f004009d
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=107 tx_id=0x6B status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe006bbe012a200020003ec15aa64e27a523a2280800f018096500c64059c1dd8097d16e163fdd244e1f6231c071700000fefd7afeae56bc731d179b47e452f8
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=108 tx_id=0x6C status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe006cbef029cde3038e411d1036e11d79aba51e4ef51b46d56333465fc19be15af151b282071c320b714a036728b9249aa4c43b9c22c91ad5804a055d625000
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=109 tx_id=0x6D status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe006dbe63524946465c000000574542505650382050000000d003009d012a200020003ea9469b4aa62422a1b7e800c015096700c0dc4a1afdf48d7f070da9c0
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=110 tx_id=0x6E status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe006ebe00feefe57639459c8a5756128cd182ea695e0c6f14bf6120d34f4ce896bc7c3d525c011b1e23000000a952494646a200000057454250565038209600
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=111 tx_id=0x6F status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe006fbe00001005009d012a200020003ec152a34c27a4a32230180800f018096700cf646b7ffa7395d6ca5b81c092553dc0841592cb5000fef1b4466758615f
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=112 tx_id=0x70 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0070befa63e979ec8c81036c3baed37c5492750785a38816eff31e76a31f2506f677d0aece5dfa97662aa8a88e51bf283c9d9d9a85c93ae2e66371ac32480a
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=113 tx_id=0x71 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0071bea56dde5f200ad86d3c2a94d1800a3feab1f5490d4153a31545f8927c610000006d524946466600000057454250565038205a000000f003009d012a20
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=114 tx_id=0x72 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0072be0020003ec150a14aa7a4a327300800f018096300c1cc1e96a426bf6f5ab49a374800f9733a277b511cadddcaa792e21d5e655cb9bdf82171243ad9a4
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=115 tx_id=0x73 status=0(OK) toa_us=59008 elapsed_ms=73.5 payload_hex=fe0073bee6596267cb13d34e07df7fb41e91deaa4b259051960000595249464652000000574542505650382046000000f003009d012a200020003ea9449a4aa6
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=116 tx_id=0x74 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0074be23a2a1b7e800c015096700ce38324f3fd4827915474acb2000fee2c90935b5a24f43781874734f8b9dcbe651dc97a687f0b9d83c0000775249464670
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=117 tx_id=0x75 status=0(OK) toa_us=59008 elapsed_ms=73.5 payload_hex=fe0075be0000005745425056503820640000003004009d012a200020003eb94e9d4aa724a2a1b00c00e017096700bce05ea19958288529204d9ed0900000fef7
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=118 tx_id=0x76 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0076beccd596ac30ef5c43114e4078265b9ba9f93ee9a58304f950b18005b81307c1f796d039eed9ccd0f6c8b5d35283304eb5a53c923ea320007d52494646
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=119 tx_id=0x77 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0077be7600000057454250565038206a0000007004009d012a200020003ec14e9f4aa7a422a1b00800f0180965656e51cd14ff783c16230fe8e3f27e4e0180
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=120 tx_id=0x78 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0078be00feeac37dc845408fd535e446263b6440acbd9894ba2e65c100675a51b9570a8bf720991463019f927214ed81b594a409c34773de816af6b4283c26
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=121 tx_id=0x79 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0079be00005d524946465600000057454250565038204a000000f003009d012a200020003ec1509f4aa7a4a2a1b00800f018096700cc1c1ba5896eeb7f49fc
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=122 tx_id=0x7A status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe007abe35800000fec3f9416bd1bcae46eafe6a992102441d87e2c2dd59e8721d8ca2bfb5c00000007952494646720000005745425056503820660000003004
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=123 tx_id=0x7B status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe007bbe009d012a200020003eb1469c4aa723a2a1b7faa800e016096500b61468cb866384298c2982de9a0000fef160b9d8f704ad369c9b8152d2f135038263
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=124 tx_id=0x7C status=0(OK) toa_us=59008 elapsed_ms=73.5 payload_hex=fe007cbe1fc99817a320bfe9dbe108d66f12cacdcd341336cd8dca3c5a10000a919a4bd27312d7b4e330a00095524946468e0000005745425056503820820000
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=125 tx_id=0x7D status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe007dbe00b004009d012a200020003ec150a44ca7a423a230180800f018096300ac00705f84e6142e031e37ecc930b999dc0000fef754255ff640eb699dd874
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=126 tx_id=0x7E status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe007ebedb0931875fe583e2e5fc3b7372258d6f326111c37b4593e9a8beb05d33db2807b04d44f6dd3cbaf87ff8568e7872180b8ec714054ab719c0f78c9ba0
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=127 tx_id=0x7F status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe007fbe3314a44bc326e4639000005d524946465600000057454250565038204a0000005003009d012a200020003ec152a24aa7a52321b00800f018096700c6
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=128 tx_id=0x80 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0080be7c2d61900bd00000feeea51cb57fbe71900fea996077deee7db00fc3d0c80cffa9fe5f6d0a92158b171a300000008952494646820000005745425056
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=129 tx_id=0x81 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0081be503820760000007005009d012a200020003eb1489c4aa72422a1b7faa800e016096700ccd0216c1887c10ce216f4b9fb6b7dbb37d4ac2430d6f93800
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=130 tx_id=0x82 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0082befeebe37e136230287c58678722973b71df250a7d2f6720ad91cfdfa4dda3939f5a0b62c1db09714cf4a8cef1b6a194fe4b680d016f4e4da7a8ab27cb
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=131 tx_id=0x83 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0083be085a0c3000695249464662000000574542505650382056000000f003009d012a200020003ec154a24c27a4a32230180800f018096700c3340d1a5e24
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=132 tx_id=0x84 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0084be25d460b410c000fef6123e001580dd22f561f5a201c9c8a331e6c23665aae96109e0651258c503369eb2fd247aaeec7172a000009f52494646980000
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=133 tx_id=0x85 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0085be0057454250565038208c0000003005009d012a200020003ec150a04aa7a4a321b0180c00f018096700bb007b6fdb7b512554809c29d9683e134e75a6
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=134 tx_id=0x86 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0086be97fda000fefbd9902f239c9a67bdf5b199c6c963af127d6fc57688f7f44a9c38cc804dd86355677b199eee094099e5c05fb226e96238746f91f424a0
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=135 tx_id=0x87 status=0(OK) toa_us=59008 elapsed_ms=73.5 payload_hex=fe0087be172b9284ab27767179027c94a25dd9f206967476b993e05932799c3605225000006952494646620000005745425056503820560000003004009d012a
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=136 tx_id=0x88 status=0(OK) toa_us=59008 elapsed_ms=73.5 payload_hex=fe0088be200020003ea942994aa623a2a1b7e800c015096500cab424cb805cabff0092a1123dba1000fed9581e2a1116d0601c5b9a88f488a016d891625e48cc
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=137 tx_id=0x89 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0089be0c5c970962f5a1428805f714c454a8869c80000093524946468c000000574542505650382080000000b004009d012a200020003ec148a24aa7a3a321
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=138 tx_id=0x8A status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe008abeb0180c00f01809650001669820cf51821db3ca72b418e85dc9aac000fef8a3089d2ef97d8dfa37f9d8ea652a7c6749dc41db821e54c0443750e45b4d
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=139 tx_id=0x8B status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe008bbebf3a47810022c6aca0a4fc882b1baa1904321e57856df39caf0be31f3b68476e6aa1c3aeaf9d1f9094c0e77e71b080000065524946465e0000005745
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=140 tx_id=0x8C status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe008cbe425056503820520000007004009d012a200020003ea942994aa623a2a1b7e800c015096500c28032283ebb24487733c1cfe4144a910000fef464de29
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=141 tx_id=0x8D status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe008dbeb1a461756ee3591a8fdf438f02d429ffc67d0592c634fa36c12b63d0515c0000895249464682000000574542505650382076000000d004009d012a20
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=142 tx_id=0x8E status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe008ebe0020003ec14e9f4aa7a422a1b00800f018096500aa5c21bc10e68630fbe06f09133c77eb42ba880000fef2a0bc8e58541646b000b439981d5118b6ad
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=143 tx_id=0x8F status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe008fbe224e81b7df04d0166967f931b331b04611361fd7ed48001df62128492ccf0130acf19cc2948851296bdecc2f6aed0ce4c000008f5249464688000000
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=144 tx_id=0x90 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0090be57454250565038207c0000001005009d012a200020003ec156a44da7a4a322280aa8f0180963009d0066130fcbe6a43f725903ce01845da311f23b65
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=145 tx_id=0x91 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0091be0000feaf8c5bd045b665e1f6730bfa06b8b9b2307887bde2cf6a926e9ce7226411eead4e11db72a3447d2dc717d861fc1eafcdb054ab0e0fe8db8753
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=146 tx_id=0x92 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0092be88964e05019d0f3561e844b42a00000045524946463e0000005745425056503820320000001003009d012a200020003ec15aa74e27a523a2280800f0
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=147 tx_id=0x93 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0093be18096900c33416a7140000feefbc5d45af4296049f2c6000000000a3524946469c0000005745425056503820900000003005009d012a200020003ebd
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=148 tx_id=0x94 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0094be4ca24aa72423a1b0180c00e017896500ae1c57dde38766f6283f1cf320933f8075e358a6cf6000fef56d5468d45c468355f7b835e653cb1a8e589549
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=149 tx_id=0x95 status=0(OK) toa_us=59008 elapsed_ms=73.5 payload_hex=fe0095be145bfbdcf2ca7aa7fc8b9c07887776559285b844c74d17bd6a9e8a4d1deb4569f53af2be62001a66bf4b6028f987c57b08fb1f98919dca638efc9d8b
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=150 tx_id=0x96 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0096be22bba67499ae046ad060000063524946465c000000574542505650382050000000f003009d012a200020003ec156a24ba7a4a321b0180800f0180965
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=151 tx_id=0x97 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0097be00bb000dd2c4453c41d182c1e800fee740a76f2d6d034bf66c4946c0f26e87de0c7e86440c48e54fff504cb8561643dc7a610000008d524946468600
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=152 tx_id=0x98 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0098be000057454250565038207a000000d004009d012a200020003eb5469d4aa723a2a1b7faa800e016896300b11e800c6e0ecddc20a6839382008a2a8ecb
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=153 tx_id=0x99 status=0(OK) toa_us=59008 elapsed_ms=73.7 payload_hex=fe0099bee800fef82a334a3728772f7ed3ff73f3d8de3ac38f73e4ace2d4f075b5381165fe3afba4366a86e1d84b9e5e0887c27c563c7b7a063d9a05a7c48f7c
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=154 tx_id=0x9A status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe009abefcd5120bdf15223aeaa4bd4cef60000085524946467e0000005745425056503820720000001005009d012a200020003eb94c9e4aa72422a1b00c00e0
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=155 tx_id=0x9B status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe009bbe17096300b83057ef700196539f02fe083eaf82f41a4ab469900000fefa1a1eef6ec9df628beb53436459532c16f6f9d9ebc75004234e3c89ba0318e2
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=156 tx_id=0x9C status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe009cbeabba55cef72df41af4e03b967a2e8405e8bbe78ba7a53a7d2476d50000000073524946466c000000574542505650382060000000f003009d012a2000
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=157 tx_id=0x9D status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe009dbe20003eb1489c4aa724a2a1b7faa800e016096700c8985f4b5d95f64ae081918000fef2b053d1fbf91fe06d4651e6232a427b2544d050108054a13637
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=158 tx_id=0x9E status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe009ebe4d374c8819d580c7fe24ba6a3cb352740ad726aaa3d411d988000000895249464682000000574542505650382076000000b004009d012a200020003e
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=159 tx_id=0x9F status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe009fbec150a34ca7a4232230180800f018096500cf844c495b85b35c58a9195cfe89d445a8a000fe9c3fa82573f5ac92b6b20bcae3a0f1ed7575393d4a4801
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=160 tx_id=0xA0 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe00a0beaca97c08cf07b1472b0d542e8b7e348bb12c0aa94eebea37b0e02b5ea6919b78147409c9964724612ea580840000006d524946466600000057454250
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=161 tx_id=0xA1 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe00a1be565038205a0000005003009d012a200020003ec152a24aa7a4a321b00800f018096500b7b82d67edb0514000feefc962357a782c9fd5fb48613761da
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=162 tx_id=0xA2 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe00a2bed71ac5e5e25ce7cb6b663276b132e1a5811e848a8e145cea0419712f156e60770c7e23000000cb52494646c40000005745425056503820b8000000d0
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=163 tx_id=0xA3 status=0(OK) toa_us=59008 elapsed_ms=73.5 payload_hex=fe00a3be05009d012a200020003ec14aa04aa7a42321b7f55800f018096500cdc044d4f0bce39639d0a21a8a6b9c478bb752be6fac73a34a630000fef6923782
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=164 tx_id=0xA4 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe00a4be017fe0a847f986101bd3c202a3829f0b6bed1861b2fce3d894ff229b669298e73c3a158fc79622752d6a587cf2b0e357d2f0bfa51a1073e9d4e41823
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=165 tx_id=0xA5 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe00a5be78aa3d5b5ba144ca86287024a5e03e84d2425975cc17fe6d6501a9fc136effe377954c0d0e3357d4ce38268ed472d278d03c7b0b18e88910704904ab
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=166 tx_id=0xA6 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe00a6bee500005b52494646540000005745425056503820480000003004009d012a200020003eb5469d4aa723a2a1b7faa800e016896700005bb50b203ecb0e
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=167 tx_id=0xA7 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe00a7be2663481f481800fef6095a3e9fcab1f2e1d35a4f3ed3e00ec12b61322c796f1b128000007b5249464674000000574542505650382068000000f00400
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=168 tx_id=0xA8 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe00a8be9d012a200020003ea9449b4aa62422a1b7e800c015096500c898325068204bfe5b68abdfac62b63b5339874c0000fdcb70a44a1c9bd97ef24e309a49
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=169 tx_id=0xA9 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe00a9beb94c3a85c3f71568e33c62e3911da1710c5548c37c6832d008cdb2a0f346908551b45345aff0a1000063524946465c00000057454250565038205000
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=170 tx_id=0xAA status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe00aabe00003004009d012a200020003eb54aa04aa7242321b00c00e016896500c67c152e879eff7da7cf60f28e110000fdd1fe4d33ff6c91fa81c7325bfeb8
INFO: unrelated frame during TX wait type=0xC0
